state_postal_abbr,year,bias_motivation,count
TX,1998,Anti-Hispanic or Latino,54
TX,1998,Anti-Islamic (Muslem),3
TX,1998,Anti-Jewish,17
TX,1998,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",19
TX,1998,Anti-Male Homosexual (Gay),98
TX,1998,Anti-Mental Disability,9
TX,1998,Anti-Multi-Racial Group,11
TX,1998,Anti-Multi-Religious Group,17
TX,1998,Anti-Not Hispanic or Latino,12
TX,1998,Anti-Protestant,16
TX,1998,Anti-White,74
TN,1998,Anti-American Indian or Alaska Native,3
TN,1998,Anti-Asian,2
TN,1998,Anti-Bisexual,4
TN,1998,Anti-Black or African American,32
TN,1998,Anti-Catholic,1
TN,1998,Anti-Female Homosexual (Lesbian),1
TN,1998,Anti-Heterosexual,1
TN,1998,Anti-Hispanic or Latino,5
TN,1998,Anti-Jewish,1
TN,1998,Anti-Male Homosexual (Gay),5
TN,1998,Anti-Mental Disability,1
TN,1998,Anti-Multi-Racial Group,1
TN,1998,Anti-Not Hispanic or Latino,4
TN,1998,Anti-Other Religion,1
TN,1998,Anti-Physical Disability,1
TN,1998,Anti-Protestant,2
TN,1998,Anti-White,20
SD,1998,Anti-American Indian or Alaska Native,5
SD,1998,Anti-Asian,2
SD,1998,Anti-Bisexual,1
SD,1998,Anti-Black or African American,10
SD,1998,Anti-Jewish,2
SD,1998,Anti-Male Homosexual (Gay),1
SD,1998,Anti-Not Hispanic or Latino,2
SD,1998,Anti-Protestant,2
SD,1998,Anti-White,4
SC,1998,Anti-Black or African American,47
SC,1998,Anti-Hispanic or Latino,4
SC,1998,Anti-Jewish,3
SC,1998,Anti-Male Homosexual (Gay),5
SC,1998,Anti-Multi-Racial Group,5
SC,1998,Anti-Protestant,1
SC,1998,Anti-White,14
RI,1998,Anti-Black or African American,12
RI,1998,Anti-Hispanic or Latino,2
RI,1998,Anti-Islamic (Muslem),1
RI,1998,Anti-Jewish,2
RI,1998,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",1
RI,1998,Anti-Male Homosexual (Gay),4
RI,1998,Anti-Multi-Religious Group,2
RI,1998,Anti-Not Hispanic or Latino,1
RI,1998,Anti-Other Religion,2
RI,1998,Anti-White,3
PA,1998,Anti-American Indian or Alaska Native,2
PA,1998,Anti-Arab,2
PA,1998,Anti-Asian,10
PA,1998,Anti-Black or African American,89
PA,1998,Anti-Female Homosexual (Lesbian),1
PA,1998,Anti-Hispanic or Latino,11
PA,1998,Anti-Jewish,33
PA,1998,Anti-Male Homosexual (Gay),4
PA,1998,Anti-Multi-Racial Group,2
PA,1998,Anti-Not Hispanic or Latino,3
PA,1998,Anti-Other Religion,2
PA,1998,Anti-White,14
OR,1998,Anti-Asian,8
OR,1998,Anti-Bisexual,2
OR,1998,Anti-Black or African American,41
OR,1998,Anti-Female Homosexual (Lesbian),15
OR,1998,Anti-Heterosexual,1
OR,1998,Anti-Hispanic or Latino,30
OR,1998,Anti-Jewish,15
OR,1998,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",3
OR,1998,Anti-Male Homosexual (Gay),19
OR,1998,Anti-Multi-Racial Group,8
OR,1998,Anti-Not Hispanic or Latino,5
OR,1998,Anti-Other Religion,3
OR,1998,Anti-White,7
OK,1998,Anti-American Indian or Alaska Native,5
OK,1998,Anti-Asian,4
OK,1998,Anti-Black or African American,62
OK,1998,Anti-Catholic,4
OK,1998,Anti-Female Homosexual (Lesbian),1
OK,1998,Anti-Hispanic or Latino,5
OK,1998,Anti-Male Homosexual (Gay),17
OK,1998,Anti-Multi-Racial Group,5
OK,1998,Anti-Multi-Religious Group,4
OK,1998,Anti-Other Religion,1
OK,1998,Anti-Protestant,3
OK,1998,Anti-White,7
OH,1998,Anti-Arab,4
OH,1998,Anti-Asian,9
OH,1998,Anti-Atheist/Agnosticism,1
OH,1998,Anti-Black or African American,205
OH,1998,Anti-Catholic,1
OH,1998,Anti-Female Homosexual (Lesbian),16
OH,1998,Anti-Heterosexual,1
OH,1998,Anti-Hispanic or Latino,11
OH,1998,Anti-Jewish,21
OH,1998,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",11
OH,1998,Anti-Male Homosexual (Gay),48
OH,1998,Anti-Multi-Racial Group,11
OH,1998,Anti-Not Hispanic or Latino,10
OH,1998,Anti-Other Religion,7
OH,1998,Anti-White,58
NY,1998,Anti-Black or African American,206
NY,1998,Anti-Female Homosexual (Lesbian),22
NY,1998,Anti-Hispanic or Latino,47
NY,1998,Anti-Jewish,291
NY,1998,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",14
NY,1998,Anti-Male Homosexual (Gay),93
NY,1998,Anti-Not Hispanic or Latino,25
NY,1998,Anti-Other Religion,18
NY,1998,Anti-White,60
NV,1998,Anti-Asian,2
NV,1998,Anti-Black or African American,22
NV,1998,Anti-Female Homosexual (Lesbian),2
NV,1998,Anti-Hispanic or Latino,4
NV,1998,Anti-Jewish,2
NV,1998,Anti-Male Homosexual (Gay),5
NV,1998,Anti-Multi-Racial Group,2
NV,1998,Anti-Multi-Religious Group,1
NV,1998,Anti-Not Hispanic or Latino,4
NV,1998,Anti-Other Religion,3
NV,1998,Anti-White,13
NM,1998,Anti-American Indian or Alaska Native,2
NM,1998,Anti-Black or African American,10
NM,1998,Anti-Female Homosexual (Lesbian),5
NM,1998,Anti-Hispanic or Latino,1
NM,1998,Anti-Jewish,5
NM,1998,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",1
NM,1998,Anti-Male Homosexual (Gay),5
NM,1998,Anti-White,2
NJ,1998,Anti-American Indian or Alaska Native,1
NJ,1998,Anti-Arab,1
NJ,1998,Anti-Asian,15
NJ,1998,Anti-Bisexual,1
NJ,1998,Anti-Black or African American,291
NJ,1998,Anti-Catholic,23
NJ,1998,Anti-Female Homosexual (Lesbian),17
NJ,1998,Anti-Hispanic or Latino,36
NJ,1998,Anti-Islamic (Muslem),2
NJ,1998,Anti-Jewish,256
NJ,1998,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",5
NJ,1998,Anti-Male Homosexual (Gay),22
NJ,1998,Anti-Multi-Racial Group,13
NJ,1998,Anti-Not Hispanic or Latino,37
NJ,1998,Anti-Other Religion,8
NJ,1998,Anti-Physical Disability,3
NJ,1998,Anti-Protestant,2
NJ,1998,Anti-White,41
NH,1998,Anti-Bisexual,1
NH,1998,Anti-Black or African American,4
NH,1998,Anti-Catholic,1
NH,1998,Anti-Jewish,4
NH,1998,Anti-Male Homosexual (Gay),2
NH,1998,Anti-Multi-Racial Group,1
NH,1998,Anti-Multi-Religious Group,1
NH,1998,Anti-Not Hispanic or Latino,2
NE,1998,Anti-American Indian or Alaska Native,1
NE,1998,Anti-Asian,3
NE,1998,Anti-Black or African American,14
NE,1998,Anti-Female Homosexual (Lesbian),2
NE,1998,Anti-Hispanic or Latino,6
NE,1998,Anti-Jewish,3
NE,1998,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",4
NE,1998,Anti-Male Homosexual (Gay),10
NE,1998,Anti-Not Hispanic or Latino,5
NE,1998,Anti-Other Religion,1
NE,1998,Anti-White,3
ND,1998,Anti-Black or African American,1
ND,1998,Anti-White,1
NC,1998,Anti-Asian,3
NC,1998,Anti-Black or African American,27
NC,1998,Anti-Hispanic or Latino,3
NC,1998,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",2
NC,1998,Anti-Male Homosexual (Gay),4
NC,1998,Anti-Not Hispanic or Latino,1
NC,1998,Anti-Protestant,3
NC,1998,Anti-White,8
MT,1998,Anti-American Indian or Alaska Native,5
MT,1998,Anti-Black or African American,4
MT,1998,Anti-Hispanic or Latino,1
MT,1998,Anti-Jewish,3
MT,1998,Anti-Male Homosexual (Gay),1
MT,1998,Anti-Multi-Racial Group,1
MT,1998,Anti-Multi-Religious Group,1
MT,1998,Anti-Not Hispanic or Latino,1
MT,1998,Anti-Other Religion,1
MT,1998,Anti-Protestant,1
MT,1998,Anti-White,3
MS,1998,Anti-Black or African American,1
MS,1998,Anti-Male Homosexual (Gay),1
MS,1998,Anti-White,1
MO,1998,Anti-American Indian or Alaska Native,1
MO,1998,Anti-Asian,3
MO,1998,Anti-Black or African American,132
MO,1998,Anti-Female Homosexual (Lesbian),1
MO,1998,Anti-Hispanic or Latino,6
MO,1998,Anti-Jewish,2
MO,1998,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",5
MO,1998,Anti-Male Homosexual (Gay),8
MO,1998,Anti-Not Hispanic or Latino,7
MO,1998,Anti-White,29
MN,1998,Anti-American Indian or Alaska Native,12
MN,1998,Anti-Asian,17
MN,1998,Anti-Black or African American,126
MN,1998,Anti-Female Homosexual (Lesbian),15
MN,1998,Anti-Heterosexual,2
MN,1998,Anti-Hispanic or Latino,18
MN,1998,Anti-Islamic (Muslem),2
MN,1998,Anti-Jewish,13
MN,1998,Anti-Male Homosexual (Gay),43
MN,1998,Anti-Other Religion,2
MN,1998,Anti-Protestant,1
MN,1998,Anti-White,34
MI,1998,Anti-American Indian or Alaska Native,3
MI,1998,Anti-Asian,5
MI,1998,Anti-Bisexual,3
MI,1998,Anti-Black or African American,162
MI,1998,Anti-Catholic,5
MI,1998,Anti-Female Homosexual (Lesbian),19
MI,1998,Anti-Heterosexual,1
MI,1998,Anti-Hispanic or Latino,11
MI,1998,Anti-Islamic (Muslem),6
MI,1998,Anti-Jewish,17
MI,1998,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",30
MI,1998,Anti-Male Homosexual (Gay),17
MI,1998,Anti-Mental Disability,1
MI,1998,Anti-Multi-Racial Group,9
MI,1998,Anti-Multi-Religious Group,3
MI,1998,Anti-Not Hispanic or Latino,13
MI,1998,Anti-Other Religion,34
MI,1998,Anti-Physical Disability,1
MI,1998,Anti-Protestant,3
MI,1998,Anti-White,69
ME,1998,Anti-Asian,2
ME,1998,Anti-Black or African American,18
ME,1998,Anti-Female Homosexual (Lesbian),5
ME,1998,Anti-Hispanic or Latino,1
ME,1998,Anti-Jewish,6
ME,1998,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",3
ME,1998,Anti-Male Homosexual (Gay),18
ME,1998,Anti-Mental Disability,2
ME,1998,Anti-Multi-Racial Group,1
ME,1998,Anti-Protestant,1
ME,1998,Anti-White,1
MD,1998,Anti-Asian,14
MD,1998,Anti-Black or African American,147
MD,1998,Anti-Catholic,2
MD,1998,Anti-Female Homosexual (Lesbian),1
MD,1998,Anti-Hispanic or Latino,1
MD,1998,Anti-Jewish,34
MD,1998,Anti-Male Homosexual (Gay),12
MD,1998,Anti-Multi-Racial Group,23
MD,1998,Anti-Multi-Religious Group,4
MD,1998,Anti-Not Hispanic or Latino,1
MD,1998,Anti-Other Religion,3
MD,1998,Anti-Protestant,5
MD,1998,Anti-White,46
MA,1998,Anti-American Indian or Alaska Native,5
MA,1998,Anti-Arab,2
MA,1998,Anti-Asian,22
MA,1998,Anti-Black or African American,139
MA,1998,Anti-Catholic,3
MA,1998,Anti-Female Homosexual (Lesbian),16
MA,1998,Anti-Hispanic or Latino,57
MA,1998,Anti-Jewish,61
MA,1998,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",3
MA,1998,Anti-Male Homosexual (Gay),73
MA,1998,Anti-Not Hispanic or Latino,5
MA,1998,Anti-Other Religion,4
MA,1998,Anti-Protestant,1
MA,1998,Anti-White,53
LA,1998,Anti-Black or African American,4
LA,1998,Anti-Catholic,1
LA,1998,Anti-Jewish,1
LA,1998,Anti-Male Homosexual (Gay),2
LA,1998,Anti-White,2
KY,1998,Anti-Asian,2
KY,1998,Anti-Black or African American,27
KY,1998,Anti-Hispanic or Latino,3
KY,1998,Anti-Islamic (Muslem),1
KY,1998,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",1
KY,1998,Anti-Male Homosexual (Gay),7
KY,1998,Anti-Protestant,1
KY,1998,Anti-White,7
KS,1998,Anti-Asian,2
KS,1998,Anti-Black or African American,34
KS,1998,Anti-Female Homosexual (Lesbian),2
KS,1998,Anti-Hispanic or Latino,4
KS,1998,Anti-Jewish,2
KS,1998,Anti-Male Homosexual (Gay),5
KS,1998,Anti-White,5
IN,1998,Anti-Asian,1
IN,1998,Anti-Black or African American,27
IN,1998,Anti-Female Homosexual (Lesbian),1
IN,1998,Anti-Heterosexual,2
IN,1998,Anti-Hispanic or Latino,2
IN,1998,Anti-Islamic (Muslem),1
IN,1998,Anti-Jewish,4
IN,1998,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",2
IN,1998,Anti-Male Homosexual (Gay),2
IN,1998,Anti-Multi-Racial Group,2
IN,1998,Anti-Not Hispanic or Latino,2
IN,1998,Anti-White,4
IL,1998,Anti-American Indian or Alaska Native,1
IL,1998,Anti-Arab,12
IL,1998,Anti-Asian,15
IL,1998,Anti-Black or African American,160
IL,1998,Anti-Female Homosexual (Lesbian),6
IL,1998,Anti-Heterosexual,1
IL,1998,Anti-Hispanic or Latino,18
IL,1998,Anti-Islamic (Muslem),1
IL,1998,Anti-Jewish,14
IL,1998,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",6
IL,1998,Anti-Male Homosexual (Gay),61
IL,1998,Anti-Mental Disability,3
IL,1998,Anti-Multi-Racial Group,6
IL,1998,Anti-Multi-Religious Group,1
IL,1998,Anti-Not Hispanic or Latino,8
IL,1998,Anti-Other Religion,4
IL,1998,Anti-Physical Disability,2
IL,1998,Anti-Protestant,1
IL,1998,Anti-White,62
ID,1998,Anti-American Indian or Alaska Native,2
ID,1998,Anti-Asian,2
ID,1998,Anti-Black or African American,13
ID,1998,Anti-Female Homosexual (Lesbian),2
ID,1998,Anti-Hispanic or Latino,12
ID,1998,Anti-Jewish,4
ID,1998,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",1
ID,1998,Anti-Male Homosexual (Gay),5
ID,1998,Anti-Multi-Racial Group,6
ID,1998,Anti-Not Hispanic or Latino,1
ID,1998,Anti-Other Religion,2
ID,1998,Anti-Protestant,2
ID,1998,Anti-White,4
IA,1998,Anti-Asian,1
IA,1998,Anti-Black or African American,26
IA,1998,Anti-Catholic,1
IA,1998,Anti-Female Homosexual (Lesbian),1
IA,1998,Anti-Hispanic or Latino,3
IA,1998,Anti-Jewish,1
IA,1998,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",1
IA,1998,Anti-Male Homosexual (Gay),7
IA,1998,Anti-Multi-Racial Group,4
IA,1998,Anti-Other Religion,1
IA,1998,Anti-White,6
GA,1998,Anti-Asian,1
GA,1998,Anti-Black or African American,25
GA,1998,Anti-Female Homosexual (Lesbian),2
GA,1998,Anti-Jewish,6
GA,1998,Anti-Male Homosexual (Gay),13
GA,1998,Anti-Multi-Racial Group,1
GA,1998,Anti-Not Hispanic or Latino,2
FL,1998,Anti-Asian,2
FL,1998,Anti-Black or African American,75
FL,1998,Anti-Heterosexual,1
FL,1998,Anti-Jewish,22
FL,1998,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",26
FL,1998,Anti-Multi-Racial Group,3
FL,1998,Anti-Not Hispanic or Latino,19
FL,1998,Anti-Other Religion,1
FL,1998,Anti-Protestant,3
FL,1998,Anti-White,27
DE,1998,Anti-Black or African American,11
DE,1998,Anti-Female Homosexual (Lesbian),2
DE,1998,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",1
DE,1998,Anti-Male Homosexual (Gay),3
DE,1998,Anti-Multi-Religious Group,2
DE,1998,Anti-White,1
DC,1998,Anti-Asian,1
DC,1998,Anti-Black or African American,1
DC,1998,Anti-Jewish,1
DC,1998,Anti-Male Homosexual (Gay),1
CT,1998,Anti-Asian,4
CT,1998,Anti-Black or African American,51
CT,1998,Anti-Catholic,1
CT,1998,Anti-Female Homosexual (Lesbian),3
CT,1998,Anti-Hispanic or Latino,7
CT,1998,Anti-Jewish,15
CT,1998,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",1
CT,1998,Anti-Male Homosexual (Gay),10
CT,1998,Anti-Mental Disability,1
CT,1998,Anti-Multi-Racial Group,5
CT,1998,Anti-Not Hispanic or Latino,6
CT,1998,Anti-Other Religion,1
CT,1998,Anti-Physical Disability,1
CT,1998,Anti-Protestant,1
CT,1998,Anti-White,7
CO,1998,Anti-Arab,1
CO,1998,Anti-Asian,4
CO,1998,Anti-Bisexual,1
CO,1998,Anti-Black or African American,70
CO,1998,Anti-Catholic,1
CO,1998,Anti-Female Homosexual (Lesbian),5
CO,1998,Anti-Hispanic or Latino,26
CO,1998,Anti-Jewish,7
CO,1998,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",6
CO,1998,Anti-Male Homosexual (Gay),8
CO,1998,Anti-Mental Disability,2
CO,1998,Anti-Multi-Racial Group,5
CO,1998,Anti-Multi-Religious Group,3
CO,1998,Anti-Not Hispanic or Latino,5
CO,1998,Anti-Other Religion,1
CO,1998,Anti-Protestant,2
CO,1998,Anti-White,22
CA,1998,Anti-American Indian or Alaska Native,5
CA,1998,Anti-Asian,135
CA,1998,Anti-Black or African American,509
CA,1998,Anti-Catholic,13
CA,1998,Anti-Female Homosexual (Lesbian),58
CA,1998,Anti-Heterosexual,1
CA,1998,Anti-Hispanic or Latino,126
CA,1998,Anti-Islamic (Muslem),4
CA,1998,Anti-Jewish,175
CA,1998,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",21
CA,1998,Anti-Male Homosexual (Gay),307
CA,1998,Anti-Multi-Racial Group,140
CA,1998,Anti-Multi-Religious Group,2
CA,1998,Anti-Not Hispanic or Latino,72
CA,1998,Anti-Other Religion,17
CA,1998,Anti-Physical Disability,3
CA,1998,Anti-Protestant,14
CA,1998,Anti-White,147
AZ,1998,Anti-American Indian or Alaska Native,4
AZ,1998,Anti-Asian,6
AZ,1998,Anti-Black or African American,103
AZ,1998,Anti-Catholic,2
AZ,1998,Anti-Female Homosexual (Lesbian),16
AZ,1998,Anti-Hispanic or Latino,28
AZ,1998,Anti-Islamic (Muslem),1
AZ,1998,Anti-Jewish,31
AZ,1998,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",7
AZ,1998,Anti-Male Homosexual (Gay),33
AZ,1998,Anti-Multi-Racial Group,23
AZ,1998,Anti-Multi-Religious Group,2
AZ,1998,Anti-Not Hispanic or Latino,4
AZ,1998,Anti-Other Religion,7
AZ,1998,Anti-Physical Disability,1
AZ,1998,Anti-Protestant,3
AZ,1998,Anti-White,13
AR,1998,Anti-Black or African American,1
AR,1998,Anti-Male Homosexual (Gay),1
AR,1998,Anti-White,1
WY,1997,Anti-Black or African American,1
WY,1997,Anti-Jewish,1
WY,1997,Anti-Male Homosexual (Gay),3
WY,1997,Anti-Multi-Racial Group,1
WV,1997,Anti-Black or African American,3
WI,1997,Anti-American Indian or Alaska Native,1
WI,1997,Anti-Asian,13
WI,1997,Anti-Black or African American,16
WI,1997,Anti-Female Homosexual (Lesbian),2
WI,1997,Anti-Hispanic or Latino,4
WI,1997,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",1
WI,1997,Anti-Male Homosexual (Gay),8
WI,1997,Anti-Mental Disability,2
WI,1997,Anti-Physical Disability,1
WI,1997,Anti-White,9
WA,1997,Anti-American Indian or Alaska Native,2
WA,1997,Anti-Arab,3
WA,1997,Anti-Asian,11
WA,1997,Anti-Bisexual,1
WA,1997,Anti-Black or African American,60
WA,1997,Anti-Female Homosexual (Lesbian),15
WA,1997,Anti-Hispanic or Latino,17
WA,1997,Anti-Jewish,17
WA,1997,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",2
WA,1997,Anti-Male Homosexual (Gay),29
WA,1997,Anti-Multi-Racial Group,9
WA,1997,Anti-Not Hispanic or Latino,3
WA,1997,Anti-Other Religion,4
WA,1997,Anti-Protestant,4
WA,1997,Anti-White,15
VT,1997,Anti-Black or African American,3
VT,1997,Anti-Other Religion,2
VA,1997,Anti-Arab,2
VA,1997,Anti-Asian,1
VA,1997,Anti-Bisexual,1
VA,1997,Anti-Black or African American,51
VA,1997,Anti-Catholic,1
VA,1997,Anti-Female Homosexual (Lesbian),3
VA,1997,Anti-Hispanic or Latino,4
VA,1997,Anti-Islamic (Muslem),1
VA,1997,Anti-Jewish,11
VA,1997,Anti-Male Homosexual (Gay),8
VA,1997,Anti-Multi-Racial Group,4
VA,1997,Anti-Multi-Religious Group,3
VA,1997,Anti-Not Hispanic or Latino,1
VA,1997,Anti-Other Religion,4
VA,1997,Anti-White,21
UT,1997,Anti-American Indian or Alaska Native,2
UT,1997,Anti-Asian,1
UT,1997,Anti-Black or African American,12
UT,1997,Anti-Catholic,2
UT,1997,Anti-Female Homosexual (Lesbian),1
UT,1997,Anti-Hispanic or Latino,5
UT,1997,Anti-Jewish,3
UT,1997,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",1
UT,1997,Anti-Male Homosexual (Gay),6
UT,1997,Anti-Multi-Racial Group,1
UT,1997,Anti-Not Hispanic or Latino,6
UT,1997,Anti-Other Religion,7
UT,1997,Anti-White,5
TX,1997,Anti-Arab,7
TX,1997,Anti-Asian,25
TX,1997,Anti-Black or African American,359
TX,1997,Anti-Female Homosexual (Lesbian),13
TX,1997,Anti-Hispanic or Latino,49
TX,1997,Anti-Islamic (Muslem),4
TX,1997,Anti-Jewish,58
TX,1997,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",27
TX,1997,Anti-Male Homosexual (Gay),86
TX,1997,Anti-Mental Disability,1
TX,1997,Anti-Multi-Racial Group,12
TX,1997,Anti-Multi-Religious Group,4
TX,1997,Anti-Not Hispanic or Latino,9
TX,1997,Anti-Other Religion,7
TX,1997,Anti-Physical Disability,4
TX,1997,Anti-Protestant,19
TX,1997,Anti-White,117
TN,1997,Anti-Asian,1
TN,1997,Anti-Black or African American,36
TN,1997,Anti-Hispanic or Latino,1
TN,1997,Anti-Islamic (Muslem),1
TN,1997,Anti-Jewish,1
TN,1997,Anti-Male Homosexual (Gay),2
TN,1997,Anti-Other Religion,1
TN,1997,Anti-Physical Disability,1
TN,1997,Anti-White,34
SD,1997,Anti-American Indian or Alaska Native,5
SD,1997,Anti-Asian,3
SD,1997,Anti-Black or African American,13
SD,1997,Anti-Hispanic or Latino,8
SD,1997,Anti-Male Homosexual (Gay),4
SD,1997,Anti-Multi-Religious Group,2
SD,1997,Anti-Not Hispanic or Latino,7
SD,1997,Anti-Other Religion,2
SD,1997,Anti-Protestant,1
SD,1997,Anti-White,17
SC,1997,Anti-Asian,2
SC,1997,Anti-Bisexual,1
SC,1997,Anti-Black or African American,51
SC,1997,Anti-Hispanic or Latino,2
SC,1997,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",1
SC,1997,Anti-Male Homosexual (Gay),1
SC,1997,Anti-Multi-Racial Group,10
SC,1997,Anti-Multi-Religious Group,1
SC,1997,Anti-White,17
RI,1997,Anti-Asian,4
RI,1997,Anti-Black or African American,18
RI,1997,Anti-Female Homosexual (Lesbian),2
RI,1997,Anti-Jewish,6
RI,1997,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",1
RI,1997,Anti-Male Homosexual (Gay),10
RI,1997,Anti-Not Hispanic or Latino,1
RI,1997,Anti-Other Religion,1
RI,1997,Anti-Protestant,1
RI,1997,Anti-White,1
PA,1997,Anti-Arab,2
PA,1997,Anti-Asian,4
PA,1997,Anti-Black or African American,99
PA,1997,Anti-Catholic,1
PA,1997,Anti-Hispanic or Latino,10
PA,1997,Anti-Jewish,25
PA,1997,Anti-Male Homosexual (Gay),4
PA,1997,Anti-Multi-Racial Group,2
PA,1997,Anti-Not Hispanic or Latino,1
PA,1997,Anti-Other Religion,4
PA,1997,Anti-Protestant,1
PA,1997,Anti-White,20
OR,1997,Anti-American Indian or Alaska Native,3
OR,1997,Anti-Asian,12
OR,1997,Anti-Black or African American,67
OR,1997,Anti-Catholic,4
OR,1997,Anti-Female Homosexual (Lesbian),24
OR,1997,Anti-Hispanic or Latino,10
OR,1997,Anti-Jewish,25
OR,1997,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",3
OR,1997,Anti-Male Homosexual (Gay),46
OR,1997,Anti-Multi-Racial Group,2
OR,1997,Anti-Not Hispanic or Latino,17
OR,1997,Anti-Other Religion,4
OR,1997,Anti-Physical Disability,3
OR,1997,Anti-White,28
OK,1997,Anti-American Indian or Alaska Native,1
OK,1997,Anti-Black or African American,44
OK,1997,Anti-Islamic (Muslem),1
OK,1997,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",2
OK,1997,Anti-Male Homosexual (Gay),7
OK,1997,Anti-Multi-Racial Group,1
OK,1997,Anti-Not Hispanic or Latino,1
OK,1997,Anti-Other Religion,1
OK,1997,Anti-White,8
OH,1997,Anti-Arab,1
OH,1997,Anti-Asian,11
OH,1997,Anti-Black or African American,198
OH,1997,Anti-Female Homosexual (Lesbian),27
OH,1997,Anti-Hispanic or Latino,6
OH,1997,Anti-Islamic (Muslem),13
OH,1997,Anti-Jewish,10
OH,1997,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",10
OH,1997,Anti-Male Homosexual (Gay),48
OH,1997,Anti-Multi-Racial Group,5
OH,1997,Anti-Not Hispanic or Latino,8
OH,1997,Anti-Other Religion,3
OH,1997,Anti-White,118
NY,1997,Anti-Black or African American,212
NY,1997,Anti-Female Homosexual (Lesbian),16
NY,1997,Anti-Hispanic or Latino,55
NY,1997,Anti-Jewish,345
NY,1997,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",6
NY,1997,Anti-Male Homosexual (Gay),57
NY,1997,Anti-Not Hispanic or Latino,74
NY,1997,Anti-Other Religion,34
NY,1997,Anti-White,54
NV,1997,Anti-Asian,3
NV,1997,Anti-Black or African American,18
NV,1997,Anti-Hispanic or Latino,3
NV,1997,Anti-Jewish,2
NV,1997,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",1
NV,1997,Anti-Male Homosexual (Gay),5
NV,1997,Anti-Multi-Racial Group,1
NV,1997,Anti-Other Religion,3
NV,1997,Anti-White,9
NM,1997,Anti-Asian,2
NM,1997,Anti-Bisexual,1
NM,1997,Anti-Black or African American,8
NM,1997,Anti-Female Homosexual (Lesbian),2
NM,1997,Anti-Hispanic or Latino,3
NM,1997,Anti-Jewish,1
NM,1997,Anti-Male Homosexual (Gay),3
NM,1997,Anti-Multi-Racial Group,2
NM,1997,Anti-White,2
NJ,1997,Anti-Arab,6
NJ,1997,Anti-Asian,25
NJ,1997,Anti-Black or African American,288
NJ,1997,Anti-Catholic,9
NJ,1997,Anti-Female Homosexual (Lesbian),16
NJ,1997,Anti-Heterosexual,2
NJ,1997,Anti-Hispanic or Latino,37
NJ,1997,Anti-Jewish,190
NJ,1997,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",2
NJ,1997,Anti-Male Homosexual (Gay),23
NJ,1997,Anti-Multi-Racial Group,12
NJ,1997,Anti-Not Hispanic or Latino,34
NJ,1997,Anti-Other Religion,16
NJ,1997,Anti-Protestant,2
NJ,1997,Anti-White,36
NE,1997,Anti-Islamic (Muslem),1
